design_id,spec_id,design_type,rtl_chars,module_count,spec_text,eval_syntax,eval_functionality,eval_func_relaxed,eval_proven,eval_falsified,eval_undetermined,num_assertions,has_sva,verify_iterations,total_tool_calls,tool_call_list,phase_a_tools,phase_b_tools,status,proven,falsified,undetermined,total_props,jg_iterations,context_rounds,wall_time_s,vacuity_status,error_message
ni_16_nn_16_ne_32_wd_32_opd_4_0,ni_16_nn_16_ne_32_wd_32_opd_4_0-spec-2,,0,0,Verify that the FSM state always remains within the valid state range S0-S15 (4-bit value),1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_32_wd_32_opd_4_0,ni_16_nn_16_ne_32_wd_32_opd_4_0-spec-3,,0,0,"Verify that state S8 is terminal - when the FSM enters S8, it remains in S8 indefinitely (next_state is not assigned)",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_32_wd_32_opd_5_0,ni_16_nn_16_ne_32_wd_32_opd_5_0-spec-1,,0,0,"Check that when reset_ is low, the state register resets to S0 (4'b0000) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_32_wd_32_opd_5_0,ni_16_nn_16_ne_32_wd_32_opd_5_0-spec-2,,0,0,Verify that the state machine never transitions to an invalid state outside the range S0-S15 (4'b0000 to 4'b1111),1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_32_wd_32_opd_5_0,ni_16_nn_16_ne_32_wd_32_opd_5_0-spec-3,,0,0,Verify that the fsm_out signal remains stable throughout the clock cycle and only updates on the positive edge of clk,1.0,0.0,0.0,0,0,0,0,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_2_0,ni_16_nn_16_ne_48_wd_32_opd_2_0-spec-1,,0,0,"Check that when reset_ is asserted (low), the state register resets to S0 (4'b0000) within one clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_2_0,ni_16_nn_16_ne_48_wd_32_opd_2_0-spec-2,,0,0,Verify that the state machine never reaches an undefined state; state must always be one of the valid states S0 through S15,1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_2_0,ni_16_nn_16_ne_48_wd_32_opd_2_0-spec-3,,0,0,"Verify that state S3 is a terminal state with no outgoing transitions - once the FSM enters S3, it remains in S3 indefinitely",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_3_0,ni_16_nn_16_ne_48_wd_32_opd_3_0-spec-1,,0,0,"Check that when reset_ is asserted (logic 0), the state register synchronously resets to S0 on the next positive clock edge",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_3_0,ni_16_nn_16_ne_48_wd_32_opd_3_0-spec-2,,0,0,"Verify that the state always transitions within the valid state encoding range S0 through S15 (4-bit values 0000 through 1111), never reaching undefined or unused states",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_3_0,ni_16_nn_16_ne_48_wd_32_opd_3_0-spec-3,,0,0,"Verify that state S13 has no outgoing transition (next_state is never assigned in state S13), which represents a potential deadlock state where the FSM will remain stuck",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_4_0,ni_16_nn_16_ne_48_wd_32_opd_4_0-spec-1,,0,0,"Check that when reset_ is low, state transitions to S0 in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_4_0,ni_16_nn_16_ne_48_wd_32_opd_4_0-spec-2,,0,0,Verify that state transitions always follow valid next_state values defined in the case statement for each state,1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_4_0,ni_16_nn_16_ne_48_wd_32_opd_4_0-spec-3,,0,0,Verify that fsm_out is always assigned a valid 4-bit state value corresponding to the current state,1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_5_0,ni_16_nn_16_ne_48_wd_32_opd_5_0-spec-1,,0,0,"Check that when reset_ is low, state transitions to S0 regardless of the current state",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_5_0,ni_16_nn_16_ne_48_wd_32_opd_5_0-spec-2,,0,0,Verify that state transitions only occur on the positive edge of clk when reset_ is high,1.0,0.0,0.0,0,1,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_48_wd_32_opd_5_0,ni_16_nn_16_ne_48_wd_32_opd_5_0-spec-3,,0,0,Verify that the fsm_out signal follows the current state value after each clock cycle,1.0,0.0,0.0,0,1,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_2_0,ni_16_nn_16_ne_64_wd_32_opd_2_0-spec-1,,0,0,"Check that when reset_ is low (active low reset), the state register transitions to S0 in the same clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_2_0,ni_16_nn_16_ne_64_wd_32_opd_2_0-spec-2,,0,0,"Verify that the state register only transitions on the positive edge of clk when reset_ is high (inactive), and never changes combinatorially between clock edges",1.0,0.0,0.0,0,0,0,0,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_2_0,ni_16_nn_16_ne_64_wd_32_opd_2_0-spec-3,,0,0,"Verify that state S13 is a terminal state with no outgoing transitions (the next_state assignment is empty), and once entered, the FSM remains in S13 indefinitely unless reset is asserted",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_3_0,ni_16_nn_16_ne_64_wd_32_opd_3_0-spec-1,,0,0,"Check that when reset_ is asserted low, the state register always resets to S0 (4'b0000) regardless of current state",1.0,0.0,0.0,0,0,0,0,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_3_0,ni_16_nn_16_ne_64_wd_32_opd_3_0-spec-2,,0,0,"Verify that the state register only transitions on the positive edge of clk when reset_ is high, and never changes between clock edges",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_3_0,ni_16_nn_16_ne_64_wd_32_opd_3_0-spec-3,,0,0,"Verify that fsm_out always reflects the current state value, and that the next_state computation in the always_comb block is purely combinational with no latches",1.0,0.0,0.0,0,0,0,0,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_4_0,ni_16_nn_16_ne_64_wd_32_opd_4_0-spec-1,,0,0,"Check that when reset_ is low, state transitions to S0 in the next clock cycle and remains in S0 as long as reset_ is asserted",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_4_0,ni_16_nn_16_ne_64_wd_32_opd_4_0-spec-2,,0,0,"Verify that the state register always maintains a valid state encoding between S0 (4'b0000) and S15 (4'b1111), and never transitions to an undefined or invalid state value",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_4_0,ni_16_nn_16_ne_64_wd_32_opd_4_0-spec-3,,0,0,"Verify that fsm_out correctly reflects the current state value after each clock cycle, ensuring the output state matches the internal state register",1.0,0.0,0.0,0,1,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_5_0,ni_16_nn_16_ne_64_wd_32_opd_5_0-spec-1,,0,0,"Check that when reset_ is asserted low, the state register resets to S0 in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_5_0,ni_16_nn_16_ne_64_wd_32_opd_5_0-spec-2,,0,0,Verify that the state transition logic is combinational and only depends on the current state and input values,1.0,0.0,0.0,0,0,0,0,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_16_ne_64_wd_32_opd_5_0,ni_16_nn_16_ne_64_wd_32_opd_5_0-spec-3,,0,0,Check that the FSM output fsm_out always reflects the current state value and updates synchronously on the positive clock edge,1.0,0.0,0.0,0,1,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_2_0,ni_16_nn_4_ne_12_wd_32_opd_2_0-spec-1,,0,0,"Check that when reset_ is low, the state register transitions to S0 within one clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_2_0,ni_16_nn_4_ne_12_wd_32_opd_2_0-spec-2,,0,0,"Verify that the state machine never reaches an undefined state (always stays within S0, S1, S2, or S3)",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_2_0,ni_16_nn_4_ne_12_wd_32_opd_2_0-spec-3,,0,0,"Check that in state S0, when ((in_H && in_L) ^ in_J) evaluates to true, the next state is S2, otherwise it is S3",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_3_0,ni_16_nn_4_ne_12_wd_32_opd_3_0-spec-1,,0,0,"Check that when reset_ is low, the state register transitions to S0 in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_3_0,ni_16_nn_4_ne_12_wd_32_opd_3_0-spec-2,,0,0,"Verify that the state machine never reaches an undefined state (always remains within S0, S1, S2, or S3)",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_3_0,ni_16_nn_4_ne_12_wd_32_opd_3_0-spec-3,,0,0,Verify that state S3 always transitions to S1 regardless of input conditions,1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_4_0,ni_16_nn_4_ne_12_wd_32_opd_4_0-spec-1,,0,0,"Check that when reset_ is asserted (low), the state register resets to S0 in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_4_0,ni_16_nn_4_ne_12_wd_32_opd_4_0-spec-2,,0,0,"Verify that the FSM never transitions to an undefined state - from any valid state (S0, S1, S2, S3), the next_state must always be one of S0, S1, S2, or S3",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_4_0,ni_16_nn_4_ne_12_wd_32_opd_4_0-spec-3,,0,0,Verify that state S0 always transitions to S1 regardless of input values,1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_5_0,ni_16_nn_4_ne_12_wd_32_opd_5_0-spec-1,,0,0,"Check that when reset_ is low, the state register resets to S0 (2'b00) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_5_0,ni_16_nn_4_ne_12_wd_32_opd_5_0-spec-2,,0,0,"Verify that the FSM never transitions to an invalid state outside the defined states S0, S1, S2, and S3",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_12_wd_32_opd_5_0,ni_16_nn_4_ne_12_wd_32_opd_5_0-spec-3,,0,0,"Verify that when in state S2 with in_K equal to 0 OR in_A equal to 0, the FSM transitions to state S3 on the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_2_0,ni_16_nn_4_ne_16_wd_32_opd_2_0-spec-1,,0,0,"Check that when reset_ is low, state transitions to S0 in the next cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_2_0,ni_16_nn_4_ne_16_wd_32_opd_2_0-spec-2,,0,0,"Verify that state transitions only occur between valid states S0, S1, S2, and S3",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_2_0,ni_16_nn_4_ne_16_wd_32_opd_2_0-spec-3,,0,0,Verify that fsm_out follows the state value in the next cycle after reset is high,1.0,0.0,0.0,0,1,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_3_0,ni_16_nn_4_ne_16_wd_32_opd_3_0-spec-1,,0,0,"Check that when reset_ is low, the state register transitions to S0 in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_3_0,ni_16_nn_4_ne_16_wd_32_opd_3_0-spec-2,,0,0,"Verify that the FSM never reaches an undefined state; the state always remains within the valid set {S0, S1, S2, S3}",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_3_0,ni_16_nn_4_ne_16_wd_32_opd_3_0-spec-3,,0,0,Verify that the next_state logic is combinational; any change in state or inputs that affects the next_state computation is immediately reflected without requiring a clock cycle,1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_4_0,ni_16_nn_4_ne_16_wd_32_opd_4_0-spec-1,,0,0,"Check that when reset_ is asserted (low), the state register resets to S0 (2'b00) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_4_0,ni_16_nn_4_ne_16_wd_32_opd_4_0-spec-2,,0,0,Verify that the FSM state transitions only occur on the positive edge of clk when reset_ is de-asserted (high),0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_4_0,ni_16_nn_4_ne_16_wd_32_opd_4_0-spec-3,,0,0,"Verify that the state always remains within the valid state encoding {S0, S1, S2, S3} and never transitions to an invalid state",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_5_0,ni_16_nn_4_ne_16_wd_32_opd_5_0-spec-1,,0,0,"Check that when reset_ is low, the state register is set to S0 in the same clock cycle",1.0,0.0,0.0,0,0,0,0,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_5_0,ni_16_nn_4_ne_16_wd_32_opd_5_0-spec-2,,0,0,"Verify that the FSM never enters an undefined state and always transitions to one of S0, S1, S2, or S3",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_16_wd_32_opd_5_0,ni_16_nn_4_ne_16_wd_32_opd_5_0-spec-3,,0,0,"Verify that from state S0, the FSM transitions to S1 only when in_L is all zeros and in_I equals in_M, otherwise it transitions to S2",1.0,0.0,0.0,0,1,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_2_0,ni_16_nn_4_ne_4_wd_32_opd_2_0-spec-1,,0,0,"Check that when reset_ is asserted low, the state register resets to S0 (2'b00) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_2_0,ni_16_nn_4_ne_4_wd_32_opd_2_0-spec-2,,0,0,Verify that the state transition follows the sequence S0 -> S3 -> S1 -> S2 -> S0 repeatedly,0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_2_0,ni_16_nn_4_ne_4_wd_32_opd_2_0-spec-3,,0,0,"Verify that next_state is always deterministically assigned based on the current state according to the case statement, with no undefined states",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_3_0,ni_16_nn_4_ne_4_wd_32_opd_3_0-spec-1,,0,0,"Check that when reset_ is low, the state register resets to S0 (2'b00) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_3_0,ni_16_nn_4_ne_4_wd_32_opd_3_0-spec-2,,0,0,Verify that the state transitions from S0 to S2 unconditionally when in state S0,1.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_3_0,ni_16_nn_4_ne_4_wd_32_opd_3_0-spec-3,,0,0,"Verify that when in state S1, if in_E is high or in_J is low, the next state is S0, otherwise the next state is S3",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_4_0,ni_16_nn_4_ne_4_wd_32_opd_4_0-spec-1,,0,0,"Check that when reset_ is low, the state register resets to S0 (2'b00) within one clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_4_0,ni_16_nn_4_ne_4_wd_32_opd_4_0-spec-2,,0,0,"Verify that the state transition follows the correct sequence: S0 → S1 → S3 under normal operation, with S3 transitioning to S0, S1, or S2 based on the conditional logic",0.0,0.0,0.0,0,0,0,2,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_4_0,ni_16_nn_4_ne_4_wd_32_opd_4_0-spec-3,,0,0,Verify that state S2 is a deadlock state with no outgoing transitions (next_state remains undefined when state equals S2),1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_5_0,ni_16_nn_4_ne_4_wd_32_opd_5_0-spec-1,,0,0,"Check that when reset_ is low, the state register resets to S0 (2'b00) in the next cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_5_0,ni_16_nn_4_ne_4_wd_32_opd_5_0-spec-2,,0,0,"Verify that when in state S0, the next state always transitions to S1",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_4_wd_32_opd_5_0,ni_16_nn_4_ne_4_wd_32_opd_5_0-spec-3,,0,0,"Verify that when in state S3, the next state transitions to S0 if ((in_N XOR in_C) OR (in_M XOR in_A)) is true, otherwise transitions to S2",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_8_wd_32_opd_2_0,ni_16_nn_4_ne_8_wd_32_opd_2_0-spec-1,,0,0,"Check that when reset_ is low, the state register is reset to S0 (2'b00) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_8_wd_32_opd_2_0,ni_16_nn_4_ne_8_wd_32_opd_2_0-spec-2,,0,0,"Verify that the FSM state transitions only follow valid paths: S0 can transition to S1 or S3, S1 transitions to S3, S2 transitions to S0, and S3 transitions to S1 or S2 based on the condition ((in_A == in_H) != (in_D ^ in_A))",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_8_wd_32_opd_2_0,ni_16_nn_4_ne_8_wd_32_opd_2_0-spec-3,,0,0,"Verify that from state S0, the next_state is S3 when in_M is all zeros (bitwise NOR equals true), otherwise next_state is S1",0.0,0.0,0.0,0,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_8_wd_32_opd_3_0,ni_16_nn_4_ne_8_wd_32_opd_3_0-spec-1,,0,0,"Check that when reset_ is low, the state register resets to S0 (2'b00) in the next clock cycle",1.0,1.0,1.0,1,0,0,1,True,0,0,,0,0,,0,0,0,0,0,0,0,,
ni_16_nn_4_ne_8_wd_32_opd_3_0,ni_16_nn_4_ne_8_wd_32_opd_3_0-spec-2,,0,0,"Verify that the state transitions only follow valid paths: S0 can transition to S1 or S3, S1 can transition to S0 or S2, S2 always transitions to S0, and S3 always transitions to S2",1.0,1.0,1.0,4,0,0,4,True,0,0,,0,0,,0,0,0,0,0,0,0,,
